382.001000166	211.0
383.200999975	209.0
384.401000023	207.75
385.620000124	206.5
386.802000046	207.75
388.002000093	210.75
389.203000069	212.5
390.403000116	210.0
391.604000092	212.25
392.804000139	211.0
394.003000021	213.25
395.203999996	211.25
396.404000044	213.0
397.604000092	217.5
398.805000067	215.75
400.005000114	217.25
401.210999966	220.0
402.443000078	221.0
403.605999947	218.75
404.805999994	216.0
406.024000168	217.0
407.210000038	213.25
408.429000139	222.25
409.605999947	214.75
410.80700016	214.25
412.006000042	220.25
413.207000017	218.0
414.407999992	217.5
415.607000113	213.75
416.809000015	222.25
418.025000095	213.5
419.207000017	215.25
420.407000065	221.75
421.608999968	213.5
422.809000015	213.75
424.009000063	213.0
425.212000132	216.0
426.409000158	211.75
427.610000134	212.75
428.834000111	211.5
430.022000074	210.25
431.210000038	177.0
432.410000086	151.0
433.610000134	126.75
434.811000109	123.5
436.012000084	118.5
437.210999966	121.0
438.411000013	118.5
439.611000061	116.75
440.812000036	114.75
442.012000084	115.0
443.255000114	113.25
444.413000107	103.25
445.649000168	103.0
446.832000017	109.5
448.013000011	110.5
449.213000059	109.75
450.424999952	93.25
451.614000082	86.75
452.832000017	87.75
454.037000179	87.0
455.213999987	96.75
456.440999985	95.75
457.614000082	98.75
458.81400013	94.0
460.015000105	87.5
461.215000153	87.75
462.414999962	96.25
463.647000074	82.0
464.815999985	86.0
466.015000105	86.0
467.21600008	78.75
468.414999962	74.25
469.617000103	81.5
470.845999956	89.25
472.01699996	91.0
473.21600008	86.25
474.423000097	84.75
475.616000175	84.25
476.838999987	87.25
478.01699996	92.5
479.217000008	92.5
480.417999983	93.5
481.618000031	92.75
482.817000151	86.0
484.019000053	86.0
485.218000174	85.5
486.423000097	85.75
487.640000105	86.25
488.818000078	86.0
